"Country or Area","Year","Item","Value"
"Singapore","1982","Final consumption expenditure","19187600000"
"Singapore","1982","Household consumption expenditure (including Non-profit institutions serving households)","15544500000"
"Singapore","1982","General government final consumption expenditure","3643100000"
"Singapore","1982","Gross capital formation","15723200000"
"Singapore","1982","Gross fixed capital formation (including Acquisitions less disposals of valuables)","15570100000"
"Singapore","1982","Changes in inventories","153100000"
"Singapore","1982","Exports of goods and services","62985000000"
"Singapore","1982","Imports of goods and services","63607600000"
"Singapore","1982","Gross Domestic Product (GDP)","33981200000"
"Singapore","1981","Final consumption expenditure","17395300000"
"Singapore","1981","Household consumption expenditure (including Non-profit institutions serving households)","14545700000"
"Singapore","1981","General government final consumption expenditure","2849600000"
"Singapore","1981","Gross capital formation","13592600000"
"Singapore","1981","Gross fixed capital formation (including Acquisitions less disposals of valuables)","12790300000"
"Singapore","1981","Changes in inventories","802300000"
"Singapore","1981","Exports of goods and services","60152400000"
"Singapore","1981","Imports of goods and services","61188300000"
"Singapore","1981","Gross Domestic Product (GDP)","30352000000"
"Singapore","1980","Final consumption expenditure","15560000000"
"Singapore","1980","Household consumption expenditure (including Non-profit institutions serving households)","13063800000"
"Singapore","1980","General government final consumption expenditure","2496200000"
"Singapore","1980","Gross capital formation","11648600000"
"Singapore","1980","Gross fixed capital formation (including Acquisitions less disposals of valuables)","10224100000"
"Singapore","1980","Changes in inventories","1424500000"
"Singapore","1980","Exports of goods and services","52258200000"
"Singapore","1980","Imports of goods and services","54049500000"
"Singapore","1980","Gross Domestic Product (GDP)","25869600000"
"Singapore","1979","Final consumption expenditure","13488500000"
"Singapore","1979","Household consumption expenditure (including Non-profit institutions serving households)","11431900000"
"Singapore","1979","General government final consumption expenditure","2056600000"
"Singapore","1979","Gross capital formation","8904000000"
"Singapore","1979","Gross fixed capital formation (including Acquisitions less disposals of valuables)","7523700000"
"Singapore","1979","Changes in inventories","1380300000"
"Singapore","1979","Exports of goods and services","39043000000"
"Singapore","1979","Imports of goods and services","40238700000"
"Singapore","1979","Gross Domestic Product (GDP)","21141200000"
"Singapore","1978","Final consumption expenditure","12248100000"
"Singapore","1978","Household consumption expenditure (including Non-profit institutions serving households)","10268300000"
"Singapore","1978","General government final consumption expenditure","1979800000"
"Singapore","1978","Gross capital formation","6942600000"
"Singapore","1978","Gross fixed capital formation (including Acquisitions less disposals of valuables)","6350300000"
"Singapore","1978","Changes in inventories","592300000"
"Singapore","1978","Exports of goods and services","30337100000"
"Singapore","1978","Imports of goods and services","31020200000"
"Singapore","1978","Gross Domestic Product (GDP)","18337400000"
"Singapore","1977","Final consumption expenditure","11117900000"
"Singapore","1977","Household consumption expenditure (including Non-profit institutions serving households)","9387100000"
"Singapore","1977","General government final consumption expenditure","1730800000"
"Singapore","1977","Gross capital formation","5763100000"
"Singapore","1977","Gross fixed capital formation (including Acquisitions less disposals of valuables)","5421700000"
"Singapore","1977","Changes in inventories","341400000"
"Singapore","1977","Exports of goods and services","26616300000"
"Singapore","1977","Imports of goods and services","26856000000"
"Singapore","1977","Gross Domestic Product (GDP)","16353200000"
"Singapore","1976","Final consumption expenditure","10292900000"
"Singapore","1976","Household consumption expenditure (including Non-profit institutions serving households)","8735600000"
"Singapore","1976","General government final consumption expenditure","1557300000"
"Singapore","1976","Gross capital formation","5940800000"
"Singapore","1976","Gross fixed capital formation (including Acquisitions less disposals of valuables)","5246900000"
"Singapore","1976","Changes in inventories","693900000"
"Singapore","1976","Exports of goods and services","22427200000"
"Singapore","1976","Imports of goods and services","23468200000"
"Singapore","1976","Gross Domestic Product (GDP)","15003400000"
"Singapore","1975","Final consumption expenditure","9686400000"
"Singapore","1975","Household consumption expenditure (including Non-profit institutions serving households)","8248200000"
"Singapore","1975","General government final consumption expenditure","1438200000"
"Singapore","1975","Gross capital formation","5327800000"
"Singapore","1975","Gross fixed capital formation (including Acquisitions less disposals of valuables)","4790100000"
"Singapore","1975","Changes in inventories","537700000"
"Singapore","1975","Exports of goods and services","18825000000"
"Singapore","1975","Imports of goods and services","20105500000"
"Singapore","1975","Gross Domestic Product (GDP)","13728700000"
"Singapore","1974","Final consumption expenditure","9069700000"
"Singapore","1974","Household consumption expenditure (including Non-profit institutions serving households)","7759500000"
"Singapore","1974","General government final consumption expenditure","1310200000"
"Singapore","1974","Gross capital formation","5709800000"
"Singapore","1974","Gross fixed capital formation (including Acquisitions less disposals of valuables)","4812600000"
"Singapore","1974","Changes in inventories","897200000"
"Singapore","1974","Exports of goods and services","19179300000"
"Singapore","1974","Imports of goods and services","21106800000"
"Singapore","1974","Gross Domestic Product (GDP)","12831400000"
